drug_id,target_id,drug_mechanism_of_action_on_target
D08JAN,T14597,Modulator
D08UDG,T14597,Modulator
D09UGG,T14597,
D0A9OV,T14597,Inhibitor
D0DBS7,T14597,Inhibitor
D0FF2G,T14597,Inhibitor
D0G5GB,T14597,Modulator
D0H7ZN,T14597,
D0JI4M,T14597,CAR-T-Cell-Therapy
D0M8AI,T14597,Modulator
D0NN7P,T14597,CAR-T-Cell-Therapy
D0O9HF,T14597,
D0U2PS,T14597,
D0U3XL,T14597,Inhibitor
D0U4FF,T14597,Inhibitor
D0UL7L,T14597,
D0Z4RC,T14597,Modulator
D3FYE1,T14597,Inhibitor
D6IOB5,T14597,Inhibitor
D6SL3N,T14597,Inhibitor
D9FJ5V,T14597,Inhibitor
DD94ZN,T14597,
DH09QZ,T14597,Inhibitor
DO6UE8,T14597,
DQ04FJ,T14597,Inhibitor
DS60CK,T14597,Inhibitor
DSOE74,T14597,
DUA7P2,T14597,
DY13WU,T14597,Inhibitor
D05UDU,T14731,Inhibitor
D0QD4A,T14755,Stimulator
DGP6V3,T14875,Inhibitor
D02OZK,T14912,Inhibitor
D0U4QZ,T14912,Inhibitor
D00XEU,T14945,Inhibitor
D02RPO,T15000,
D0BOM7,T15000,
D0J6DQ,T15000,Modulator
D0U0EC,T15000,Agonist
D0W7ZS,T15000,
D1PYC8,T15000,Inhibitor
D1S7EP,T15000,
D2P8LR,T15000,Inhibitor
D7BF8Y,T15000,Inhibitor
D82UVG,T15000,Inhibitor
DH6GK7,T15000,Inhibitor
DZ1IL2,T15000,Inhibitor
D0YH8F,T15023,Modulator
D4JV0H,T15023,Inhibitor
D00KNI,T15068,Modulator
D01SJT,T15068,Inhibitor
D0A6VD,T15068,Inhibitor
D0B9MR,T15068,Inhibitor
D0N6NM,T15068,Modulator
D06CJN,T15344,Agonist
D0Y2XZ,T15344,
DG17UJ,T15344,Agonist
DJ6NE2,T15344,
DOI7H2,T15344,Agonist
DYSI03,T15344,Agonist
D00HTY,T15497,Agonist
DUI59O,T15510,Inhibitor
D0YK7C,T15556,Inhibitor
D0Y2TI,T15700,Modulator
D03YSQ,T15739,Modulator
D04SXL,T15739,Inhibitor
D0LG1K,T15739,
D0Q7AG,T15739,Modulator
D00LMA,T15776,Inhibitor
D00MLJ,T15776,Inhibitor
D00SVK,T15776,Inhibitor
D00ZXR,T15776,Inhibitor
D02MMG,T15776,Inhibitor
D02USE,T15776,Inhibitor
D03GFZ,T15776,Inhibitor
D03WFI,T15776,Inhibitor
D04BBA,T15776,Inhibitor
D04BBT,T15776,Inhibitor
D04EDM,T15776,Inhibitor
D04MHV,T15776,Inhibitor
D04QRX,T15776,Inhibitor
D04UHW,T15776,Inhibitor
D05GMT,T15776,Inhibitor
D05OTD,T15776,Inhibitor
D06BSG,T15776,Inhibitor
D06LCB,T15776,Inhibitor
D06LLS,T15776,Inhibitor
D06LSZ,T15776,Inhibitor
D06PTW,T15776,Inhibitor
D06RGW,T15776,Inhibitor
D06WAN,T15776,Inhibitor
D06WXJ,T15776,Inhibitor
D07FMW,T15776,Inhibitor
D07HOA,T15776,Inhibitor
D07IQE,T15776,Inhibitor
D07MSB,T15776,Inhibitor
D07XBA,T15776,Inhibitor
D07ZKE,T15776,Inhibitor
D07ZMG,T15776,Inhibitor
D08EGT,T15776,Inhibitor
D08SNT,T15776,Inhibitor
D08YPQ,T15776,Inhibitor
D09BNP,T15776,Inhibitor
D09FQP,T15776,Inhibitor
D0AM2D,T15776,Inhibitor
D0B2GM,T15776,Inhibitor
D0B8OB,T15776,Inhibitor
D0C6VX,T15776,Inhibitor
D0CK8H,T15776,Inhibitor
D0CQ1M,T15776,Inhibitor
D0D0ML,T15776,Inhibitor
D0D5YE,T15776,Inhibitor
D0D8PF,T15776,Inhibitor
D0DC2P,T15776,Inhibitor
D0DM2G,T15776,Inhibitor
D0DO6K,T15776,Inhibitor
D0EH9Z,T15776,Inhibitor
D0FJ4A,T15776,Inhibitor
D0FW3M,T15776,Inhibitor
D0GE6F,T15776,Inhibitor
D0GH9W,T15776,Inhibitor
D0GY8G,T15776,Inhibitor
D0H6AF,T15776,Inhibitor
D0H7SO,T15776,Inhibitor
D0HI8X,T15776,Inhibitor
D0HP8K,T15776,Inhibitor
D0I1YQ,T15776,Inhibitor
D0I5KI,T15776,Inhibitor
D0IO2X,T15776,Inhibitor
D0IR8B,T15776,Inhibitor
D0J9DI,T15776,Inhibitor
D0JR0F,T15776,Inhibitor
D0K8XT,T15776,Inhibitor
D0KN7T,T15776,Inhibitor
D0MG4D,T15776,Inhibitor
D0MI3E,T15776,Inhibitor
D0MW7L,T15776,Inhibitor
D0P0WF,T15776,Inhibitor
D0P1VT,T15776,Inhibitor
D0P6PT,T15776,Inhibitor
D0PD2I,T15776,Inhibitor
D0PJ7M,T15776,Inhibitor
D0Q6RC,T15776,Inhibitor
D0Q8JK,T15776,Inhibitor
D0QV1E,T15776,Inhibitor
D0R0SJ,T15776,Inhibitor
D0R3VG,T15776,Inhibitor
D0RE3R,T15776,Inhibitor
D0RH6G,T15776,Inhibitor
D0RP4U,T15776,Inhibitor
D0RY6M,T15776,Inhibitor
D0SB4A,T15776,Inhibitor
D0TB2H,T15776,Inhibitor
D0U3IS,T15776,Inhibitor
D0U5HB,T15776,Inhibitor
D0U7LW,T15776,Inhibitor
D0W3JC,T15776,Inhibitor
D0WT9J,T15776,Inhibitor
D0WX4H,T15776,Inhibitor
D0Y0RG,T15776,Inhibitor
D0YD1Q,T15776,Inhibitor
D0Z3HW,T15776,Inhibitor
D0Z5HL,T15776,Inhibitor
D0ZE5U,T15776,Inhibitor
D0ZG0K,T15776,Inhibitor
D0ZV9P,T15776,Inhibitor
D6XS7L,T15783,Inhibitor
D06ONB,T15797,Inhibitor
D0X3RK,T15797,Inhibitor
D35SKV,T15797,Inhibitor
DDC63W,T15797,Inhibitor
D0FQ2U,T15855,Inhibitor
D05QML,T16353,Modulator
D07SDQ,T16422,Inhibitor
D0YX7E,T16422,Modulator
D07WAF,T16514,
D09IGF,T16514,Inhibitor
D0X6AU,T16514,Inhibitor
D00SJN,T16601,
D05GIO,T16601,
D0M3GK,T16601,Inhibitor
D0P9UX,T16601,Immunomodulator
D0T5LQ,T16601,
D1XI9E,T16601,
D7K5XP,T16601,Inhibitor
D04GNG,T16739,Inhibitor
D02AMG,T16769,Antagonist
D0NP8P,T16769,Antagonist
D8TE4F,T16784,Inhibitor
DHYZ53,T16808,Inhibitor
D0KK9E,T16868,Binder
D07SDQ,T16987,Inhibitor
D0VD7H,T16987,Inhibitor
D01ZMS,T17048,Modulator
DGP6V3,T17067,Inhibitor
D0J3AV,T17163,Antagonist
D00CQW,T17345,Inhibitor
D05HCO,T17345,Modulator
D0B6TW,T17345,Modulator
D0D3DU,T17345,Modulator
D0DO5J,T17345,Inhibitor
D0S9OH,T17345,Inhibitor
DOS62C,T17629,
D03LWG,T17687,Inhibitor
D07PQJ,T17687,Antagonist
D0H9FR,T17687,Inhibitor
D0NU0U,T17687,Inhibitor
D0O5CL,T17687,Modulator
D00LDI,T17758,Inhibitor
D03BWQ,T17758,Activator
D08INO,T17758,Inhibitor
D0K1PR,T17758,Inhibitor
D0U3XL,T17980,Inhibitor
D6EU7R,T17986,Inhibitor
D00OCB,T18477,Inhibitor
D02IIL,T18477,Inhibitor
D02PGP,T18477,Inhibitor
D02TTL,T18477,Inhibitor
D08PYO,T18477,Modulator
D0D5KQ,T18477,Inhibitor
D0H0KA,T18477,Inhibitor
D0H3VK,T18477,Inhibitor
D0KC7K,T18477,Inhibitor
D0X5YU,T18477,Inhibitor
D03BCV,T18551,Inhibitor
D04PCT,T18551,Inhibitor
D06VTI,T18551,Inhibitor
D07ZQS,T18551,Inhibitor
D08EHL,T18551,Inhibitor
D0D3RS,T18551,Inhibitor
D0J4UO,T18551,Inhibitor
D0M6WW,T18551,Inhibitor
D0N4TZ,T18551,Inhibitor
D0N5NV,T18551,Inhibitor
D0NI2B,T18551,Inhibitor
D0QF4W,T18551,Inhibitor
D0R7JW,T18551,Inhibitor
D04CYD,T18779,
D0G5YR,T18779,
D0NU9N,T18779,CAR-T-Cell-Therapy
D0O0RG,T18779,
D0T1KL,T18779,
DKGB36,T18779,Inhibitor
D00HTY,T18876,Agonist
D03UHV,T18876,Antagonist
D54FYW,T18876,Antagonist
D08LMS,T18950,Modulator
D00YOV,T18972,
D06REJ,T19011,Inhibitor
D0GX8F,T19011,Inhibitor
DHQ9S3,T19334,Agonist
D0WA1R,T19852,Modulator
D07JSI,T20103,Inhibitor
DY9CM8,T20103,Inhibitor
D0DC8J,T20178,Modulator
D0YX7E,T20178,Inhibitor
DR5LW8,T20178,Inhibitor
D2QO5J,T20185,Inhibitor
D0N7WR,T20297,Modulator
D04CTD,T20333,Antagonist
D05JAA,T20333,Inhibitor
D05PWX,T20333,Inhibitor
D08NDE,T20333,Antagonist
D0M5XJ,T20333,Inhibitor
D3ZN5U,T20333,Antagonist
D6FTN1,T20333,Inhibitor
D7M8LI,T20333,Inhibitor
D9RH0V,T20333,Inhibitor
DYK5U6,T20333,Inhibitor
D07SDQ,T20401,Inhibitor
D0VD7H,T20401,Inhibitor
DRAL63,T20575,
D1FO9C,T20593,
DQGF20,T20710,Agonist
D0CE1R,T20761,Binder
D0M9KZ,T20761,Inhibitor
D0NO1A,T20761,
D0T9DV,T20761,Inhibitor
D09BXJ,T20891,Inhibitor
D0EU1R,T20891,Inhibitor
D0U6BQ,T20978,Modulator
D0JO3U,T21112,Modulator
D02NNN,T21307,Inhibitor
D01HQU,T21312,Inhibitor
D06MHZ,T21312,Modulator
D0J8AE,T21617,Inhibitor
D0A9SA,T21669,Modulator
D02EOS,T21960,Modulator
D02WSY,T21960,
D03WOQ,T21960,
D03YEG,T21960,
DP7Z9Q,T21960,Inhibitor
D00JIX,T22274,Inhibitor
D0O6SA,T22274,Inhibitor
D0T0SK,T22274,Inhibitor
D0W4HA,T22658,Modulator
DJ2N3L,T22658,Inhibitor
D0G5OV,T22939,Inhibitor
D0GL7U,T22939,Agonist
D0I2SD,T22939,Agonist
D0T8MA,T22977,Inhibitor
D03SKL,T23003,Modulator
D05NLD,T23003,Modulator
D06EFW,T23003,Inhibitor
D08DCP,T23003,Modulator
D09GHB,T23003,Modulator
D0HR5Q,T23003,Inhibitor
D0I3RD,T23003,Modulator
D0M7IG,T23003,Inhibitor
D0O4QS,T23003,Modulator
D0P0HI,T23003,Modulator
D0TY0P,T23003,Inhibitor
D0ZG1Y,T23003,Inhibitor
DJYD13,T23178,
D0D2XQ,T23276,Inhibitor
D0Q4IX,T23276,Modulator
D1KIY9,T23276,Inhibitor
DBU16T,T23276,Inhibitor
DM1FD5,T23276,Inhibitor
D0KN7H,T23348,Inhibitor
D02QQB,T23499,Antagonist
D49AGF,T23666,Antagonist
DL36FJ,T23666,Antagonist
DMVR61,T23666,Antagonist
D0VS9E,T23673,Inhibitor
DMYS25,T23673,Inhibitor
DU98JH,T23673,Inhibitor
D0BR7M,T23714,Modulator
D0W0VR,T23787,Inhibitor
D0MG3Z,T23953,CAR-T-Cell-Therapy
D01GDH,T25258,Inhibitor
D06XVF,T25258,Modulator
D09FGX,T25258,Inhibitor
D0CO2M,T25258,Modulator
D0GS2W,T25258,Modulator
D0SR4G,T25258,Inhibitor
D05FIJ,T25265,Modulator
D6EU7R,T25265,Inhibitor
DXL38G,T25265,Inhibitor
D0T7YE,T25307,Agonist
DBJ36R,T25315,Inhibitor
D0TA8O,T25537,Inhibitor
D0LJ4E,T25663,Antagonist
D0GD9E,T25726,CAR-T-Cell-Therapy
D0IK5R,T25726,Inhibitor
D2MZF8,T25726,
D09KUE,T25889,Inhibitor
DIY4C2,T25956,Inhibitor
DBGD91,T26170,Agonist
D0F1ZB,T26226,
D0V6AH,T26226,Modulator
D0B2WQ,T27021,Inhibitor
D0F6TV,T27106,Modulator
D0ML9K,T27106,Modulator
D08SMN,T27602,Modulator
D0JR9V,T27602,Modulator
D07BNG,T27736,
D0GZ5F,T27812,Binder
D01QKZ,T27826,
D0S1TI,T27918,Modulator
D0U4EU,T28484,Inhibitor
D0V2YJ,T28484,Inhibitor
D0PF3J,T28661,Inhibitor
D0W9MM,T28661,Inhibitor
D00EPT,T28713,Modulator
D02HWR,T28713,Inhibitor
D05UGJ,T28713,Modulator
D0DH1H,T28713,Inhibitor
D07UKJ,T28717,
D05PTL,T28887,Inhibitor
D0Q5MC,T28887,Inhibitor
D0SOG8,T28887,Inhibitor
D0T0SK,T28887,Inhibitor
D05QIS,T28925,Inhibitor
D01FFC,T29130,Inhibitor
D0H7DM,T29130,Inhibitor
DLJN17,T29130,Inhibitor
DN81JB,T29130,Inhibitor
DUI59O,T29130,Inhibitor
D06XAT,T29144,Modulator
D0XI3E,T29144,Inhibitor
DFO5W3,T29339,Agonist
DX5T9B,T29774,
D05RRA,T30081,Modulator
D0FY1W,T30081,Modulator
D0R5UZ,T30082,Inhibitor
D05PTG,T30418,Inhibitor
D0T2EP,T30418,Modulator
D4V0SI,T30420,Inhibitor
D1A8NU,T30635,
D0HE7C,T30687,Antagonist
D0G4MB,T30784,Modulator
D0S0KP,T30784,Agonist
D06REJ,T30823,Inhibitor
DG0NA1,T31072,Replacement
D00PBX,T31309,Modulator
D02OZK,T31309,Inhibitor
D03UDW,T31309,Modulator
D04HAA,T31309,Modulator
D05CHN,T31309,Modulator
D06ETI,T31309,Inhibitor
D0K8LB,T31309,Modulator
D0V7PX,T31309,Inhibitor
D4WN2M,T31309,Inhibitor
D09BBW,T31329,Modulator
D09TGT,T31600,Modulator
D07PVB,T31621,Modulator
D06EHW,T31902,Inhibitor
D00NSD,T31946,Inhibitor
D05PWX,T31946,Inhibitor
D07NOI,T31946,Inhibitor
D0L5YF,T31946,Modulator
D0P0QG,T31946,
D0Y1YX,T31946,Antagonist
D1TNJ2,T31946,Inhibitor
D07SDQ,T31992,Inhibitor
D0VD7H,T31992,Inhibitor
D09SXR,T32880,Activator
D0PV4H,T32973,Modulator
D00MJI,T33990,Antagonist
D06NQH,T33990,Antagonist
D0PL8D,T33990,Antagonist
D0RF9T,T34234,Agonist
D07SDQ,T34296,Inhibitor
D08WYH,T34624,Inhibitor
D0HH0G,T34867,Modulator
D0IK5F,T34867,Modulator
D1FUQ2,T35232,
D09ENF,T35474,Inhibitor
D01LFC,T35486,
D01SVG,T35486,Antagonist
D0S2HO,T35486,Modulator
D0R1CG,T35591,
DC57TE,T35591,
D0X7OH,T35792,Inhibitor
DSHE52,T35792,Inhibitor
DWF98V,T35792,Inhibitor
D02UQG,T35940,Inhibitor
D0H2YY,T36467,Modulator
DY36LD,T36479,Antagonist
DPBE75,T36741,Inhibitor
DX9T0N,T36958,Inhibitor
D08JBL,T36959,Modulator
D2VRE1,T37012,Antagonist
D09NBH,T37434,
D00LHF,T37847,Inhibitor
D07SDQ,T37848,Inhibitor
DJ7K9G,T38201,Inhibitor
D03UVS,T38301,Modulator
D0A1GR,T38301,Modulator
D0F2JY,T38301,Modulator
D0V2RK,T38301,
D00HTY,T38529,Agonist
D0YD9E,T38529,Antagonist
D54FYW,T38529,Antagonist
D0Q5DT,T38875,Inhibitor
DK6J7M,T39047,Inhibitor
D0Z6KF,T39054,Inhibitor
D04BQR,T39716,Blocker
D00GPY,T39797,Inhibitor
D0C5EG,T39996,Inhibitor
D03WNG,T40016,Antagonist
D08PIQ,T40016,Modulator
D0K4OL,T40045,
D08SIT,T40097,Inhibitor
D05QIS,T40111,Inhibitor
D0S7DV,T40111,Inhibitor
D0V3LM,T40192,Modulator
D0W3LI,T40276,Inhibitor
D00FZA,T40474,
D00TBD,T40474,Inhibitor
D01IJM,T40474,Modulator
D01LCC,T40474,Inhibitor
D02EOR,T40474,Inhibitor
D03LZK,T40474,Inhibitor
D03SXS,T40474,
D04XUJ,T40474,Inhibitor
D05GSI,T40474,
D05OMT,T40474,Inhibitor
D07ARN,T40474,Inhibitor
D0AD6Z,T40474,
D0B4OK,T40474,Inhibitor
D0BS6B,T40474,Inhibitor
D0FA6S,T40474,Inhibitor
D0FE7D,T40474,Inhibitor
D0G0BL,T40474,Modulator
D0G3ZN,T40474,Inhibitor
D0I2PS,T40474,Inhibitor
D0M0SV,T40474,Inhibitor
D0N6QO,T40474,Inhibitor
D0NX6F,T40474,Inhibitor
D0OK2N,T40474,Modulator
D0R0YW,T40474,Inhibitor
D0T1YH,T40474,
D0W8GP,T40474,Inhibitor
D0Y8UV,T40474,Inhibitor
D0YT8P,T40474,Inhibitor
D0Z4RX,T40474,
D0ZI1F,T40474,Inhibitor
D0ZU5F,T40474,Inhibitor
D1AD6L,T40474,Inhibitor
D1TNJ2,T40474,Inhibitor
D7HZ3T,T40474,Inhibitor
D7M8LI,T40474,Inhibitor
D95YSW,T40474,Inhibitor
DU6H8Z,T40474,
D02RNR,T40491,Inhibitor
D07OFM,T40556,Modulator
D0B5PK,T40556,Modulator
D0PH9I,T40556,Inhibitor
D01HHH,T40694,Inhibitor
D03BQD,T40694,Inhibitor
D05RGV,T40694,Inhibitor
D05ZCQ,T40694,Inhibitor
D07RMX,T40694,Inhibitor
D08RMJ,T40694,Inhibitor
D09JGK,T40694,Modulator
D0WZ4J,T40694,Inhibitor
D0X5ZH,T40694,Inhibitor
D04TSO,T40800,Inhibitor
D8TE4F,T40812,Inhibitor
D0U9OC,T40874,Antagonist
D1AVT5,T40874,Inhibitor
D9LA6Q,T40874,
DA8MK6,T40874,Inhibitor
D07SDQ,T40954,Inhibitor
D0ZN3M,T41141,Inhibitor
DB6GK4,T41380,Inhibitor
D08EQD,T41515,Antagonist
D0M8YM,T41560,Inhibitor
D04FKX,T41955,Modulator
D08SIC,T41963,Agonist
D0K8YK,T42000,Modulator
D0J0ZS,T42446,Antagonist
D0AN9V,T42658,Inhibitor
DA0OZ2,T42658,Inhibitor
DRJU35,T42658,Inhibitor
DV3KC5,T42658,Inhibitor
D00AYA,T43189,Inhibitor
D01HTL,T43189,Inhibitor
D04EON,T43189,Inhibitor
D04TLJ,T43189,Modulator
D07LAP,T43189,Inhibitor
D09FZI,T43189,Inhibitor
D09PKU,T43189,Modulator
D0CV7Z,T43189,Inhibitor
D0DI8J,T43189,Inhibitor
D0GO7W,T43189,Inhibitor
D0J8WE,T43189,Inhibitor
D0JI8B,T43189,Inhibitor
D0O5WP,T43189,Inhibitor
D0PF3J,T43189,Inhibitor
D0V9ZL,T43189,Modulator
D0X5LG,T43189,Modulator
D0Y4BO,T43189,
D07SDQ,T43920,Inhibitor
D0VD7H,T43920,Inhibitor
D3SPE5,T43980,Inhibitor
D08UHV,T44141,Modulator
D0D5CQ,T44458,Inhibitor
D0S5RC,T44458,Inhibitor
D2GJ4P,T44458,Inhibitor
D5T1RN,T44513,Blocker
D83YSR,T44818,Inhibitor
D9P8LE,T44818,Inhibitor
D9S7XO,T44818,Inhibitor
D9Y2KA,T44818,Inhibitor
DB53NH,T44818,Inhibitor
DZ8UP4,T44818,Inhibitor
DZK24C,T44818,Inhibitor
D00VUN,T45196,Inhibitor
D0Z1OR,T45591,Modulator
D00DXH,T45597,Modulator
D0Q0PO,T45597,Modulator
D0VO5S,T45597,Modulator
D0X2JM,T45597,Modulator
D1A8NU,T45598,
D05FHZ,T45612,Immunomodulator
DDP74J,T45612,
DT8R1L,T45612,Inhibitor
D0L4BR,T45758,Binder
D91DAH,T45758,Agonist
DE0TD1,T45758,Agonist
DN28KM,T45758,Agonist
DTM8B0,T45758,Agonist
DCD1M8,T46084,Agonist
D06REJ,T46365,Inhibitor
D07OSS,T46456,Modulator
D09YUQ,T46456,Modulator
D0J3VV,T46482,Modulator
D0L8HB,T46482,Agonist
DU2G0C,T46482,Agonist
DZL8S6,T46482,Agonist
D0G5OV,T46521,Inhibitor
D0F3ZG,T46524,Modulator
D02RZL,T46642,Inhibitor
D02XNW,T46781,Inhibitor
D05LKZ,T46781,Inhibitor
D05PZB,T46781,Modulator
D08DCP,T46781,Modulator
D09KRU,T46781,Modulator
D0CY1B,T46781,Inhibitor
D0EJ3B,T46781,Modulator
D0J6AB,T46781,Inhibitor
D0OA5G,T46781,Inhibitor
D0P0HU,T46781,Modulator
D0Q7RE,T46781,Modulator
DKL3Z7,T46789,
DZBV67,T46789,Antagonist
D01AJM,T47077,Agonist
D0C9AQ,T47087,
D00JZS,T47101,
D02WVT,T47101,Inhibitor
D05PWX,T47101,Inhibitor
D07PQJ,T47101,Inhibitor
D0LF0O,T47101,Inhibitor
D0NU0U,T47101,Modulator
D0R6OM,T47101,Inhibitor
D09THN,T47165,Modulator
D0NP8B,T47165,Antagonist
D00YOV,T47863,
D05DOY,T47863,
D0C6ID,T47863,
D08IRG,T47864,
D03DYT,T47885,Inhibitor
D03HQE,T47885,Inhibitor
D08JPU,T47885,Inhibitor
D0F2SA,T47885,Inhibitor
D0MC3K,T47885,Inhibitor
D01GFX,T48069,Inhibitor
D01SJS,T48069,Inhibitor
D06APK,T48069,Modulator
D0LF0O,T48069,Inhibitor
D0TI4U,T48069,Inhibitor
D4JYH3,T48069,
D0DT5H,T48598,Inhibitor
DR4K0V,T48598,Inhibitor
D0L8HB,T48703,Agonist
D98FBH,T48703,Agonist
DUA7P2,T48703,Agonist
D7WOL5,T49105,
D0W6WC,T49146,Modulator
D5EOV9,T49156,Inhibitor
D0Q6GK,T49507,
D05BSG,T49639,Modulator
D0GR1Y,T49639,Inhibitor
DTB43H,T49755,Antagonist
D01UMT,T49898,Inhibitor
D02MNY,T49898,Inhibitor
D05ADP,T49898,Inhibitor
D0IX4B,T49898,Inhibitor
D0P1CV,T49898,Inhibitor
D0U2TQ,T49898,Inhibitor
D0P7KU,T49989,
D0W1YM,T50461,Modulator
D00YDN,T50594,Inhibitor
D09XRQ,T50699,
D0N3UG,T51038,Modulator
D07TOK,T51076,Inhibitor
D0FA6S,T51076,Inhibitor
D0KX1E,T51076,Modulator
D0T0SK,T51191,Inhibitor
D0J2GG,T51282,Inhibitor
D0SP6A,T51407,Inhibitor
D0Z8EJ,T51407,Inhibitor
D2U4RX,T51407,Inhibitor
D3GD1L,T51407,Inhibitor
D0GP0H,T51425,Modulator
D06SEA,T51565,Inhibitor
D0CR9I,T51565,Inhibitor
D0K1UF,T51666,Inhibitor
DN46RL,T51693,
D0J5DL,T51694,Modulator
D04AHQ,T51883,Modulator
DAD9V4,T52036,Inhibitor
D01OVV,T52227,Modulator
D06WQT,T52227,Inhibitor
D0C4YA,T52227,Inhibitor
D0E8JO,T52227,Modulator
D0L0AU,T52227,Inhibitor
D0S9MD,T52227,Inhibitor
D0U2CT,T52227,Inhibitor
D0Y4AZ,T52227,Inhibitor
D06EFW,T52316,Modulator
D06YMT,T52316,Inhibitor
D08KOD,T52316,
D0W9QI,T52316,
D08WBF,T52450,Inhibitor
D01EFO,T52624,Modulator
D07NOI,T52624,Inhibitor
D02XAC,T52671,Modulator
D0C5EG,T53251,Inhibitor
D07SDQ,T53378,Inhibitor
D0VD7H,T53378,Inhibitor
D06BGZ,T53389,Inhibitor
D0C3AD,T53389,Inhibitor
D0QJ4Y,T53389,Antagonist
DNI28K,T53389,Inhibitor
DQ5Y6Z,T53389,Inhibitor
D00NSD,T53524,Inhibitor
D00QCB,T53524,Inhibitor
D02WVT,T53524,Inhibitor
D0KX1E,T53524,Inhibitor
D0T1GF,T53524,Modulator
D0Z6MT,T53524,Inhibitor
D01HTS,T53764,Antagonist
D0A9WW,T53764,Inhibitor
D0FQ2U,T53764,Inhibitor
D0N7LA,T53764,
D0V7GS,T53764,Antagonist
D1A8NU,T53764,
DN2F9A,T53764,Inhibitor
DO7HS1,T53764,
D0S9WW,T54093,
D02GYD,T54156,Modulator
D05VEP,T54156,
D05WTZ,T54156,Inhibitor
D07SDQ,T54156,Inhibitor
D0Z6SP,T54156,
D09YPJ,T54379,Inhibitor
D0V7YA,T54582,Modulator
D0Y1NC,T54582,Inhibitor
D0K5RX,T54644,Inhibitor
D0Y5WL,T54644,Inhibitor
D06VCC,T55273,
D0GS9X,T55273,Modulator
D0PP6A,T55273,Inhibitor
DIPY14,T55273,Inhibitor
DMEV15,T55273,
D06PEW,T55610,Inhibitor
D06ZVO,T55610,Inhibitor
D0NF5J,T55610,Modulator
D0Y5QD,T55610,Inhibitor
D0G2XR,T55709,Inhibitor
D10LNV,T55781,Inhibitor
D7HZ3T,T55781,Inhibitor
DP4KH3,T55781,Inhibitor
DQX83Z,T55781,Inhibitor
D02UBC,T55860,
D03UZP,T55860,
DC5A9Q,T55860,Replacement
DCIP24,T56051,Inhibitor
DRT90B,T56051,Inhibitor
D1A8NU,T56349,
D0E1SQ,T56367,Inhibitor
D09PTP,T56418,Inhibitor
D0I3TD,T56418,Inhibitor
D0O9PQ,T56418,Modulator
D0T3TZ,T56418,Inhibitor
D02OZK,T56510,Inhibitor
D04IPX,T56510,Inhibitor
D06ETI,T56510,Inhibitor
D09FWK,T56510,Modulator
D4WN2M,T56510,Inhibitor
D00SIA,T57059,Modulator
D03YBJ,T57278,
D0B8MS,T57278,
D0W8HP,T57278,
DS5C0K,T57278,
D01LWO,T57585,Inhibitor
D0Y4ZS,T57585,Antagonist
D00NSD,T57700,Inhibitor
D03SGF,T57700,Inhibitor
D0N8RV,T57700,Modulator
D0T1GF,T57700,Modulator
D0T2UB,T57700,Inhibitor
D0Z6MT,T57700,Inhibitor
DN46RL,T57941,
D02DOK,T57943,Inhibitor
D0Y2TI,T57943,Modulator
D01NSM,T58184,Immunomodulator (Immunostimulant)
D0T6KI,T58238,CAR-T-Cell-Therapy
D87PWZ,T58298,Inhibitor
D9M0KJ,T58298,
D05ADP,T58449,Inhibitor
D09OHR,T58449,Inhibitor
D0S5RC,T58449,Inhibitor
D0VIG4,T58449,Inhibitor
DJ9WC4,T58449,Inhibitor
D02VPS,T58454,
D02WVT,T58454,Inhibitor
D0D4VV,T58454,Modulator
D0G2QH,T58454,Inhibitor
D0L6RF,T58454,Antagonist
D0R6OM,T58454,Inhibitor
DU1DL0,T58454,Inhibitor
DO20LT,T58679,
D0U3DP,T58772,Inhibitor
D0Z2UQ,T58772,Inhibitor
D07NEE,T58970,Inhibitor
D0Q4IX,T58970,Modulator
D0TN3Q,T58970,Inhibitor
D1KIY9,T58970,Inhibitor
DBU16T,T58970,Inhibitor
DM1FD5,T58970,Inhibitor
D03JLR,T58998,Inhibitor
D06ILL,T58998,Inhibitor
D06QBV,T58998,Inhibitor
D07OFM,T58998,Inhibitor
D08KSV,T58998,Inhibitor
D0N8RA,T58998,Inhibitor
D0UL2X,T58998,Inhibitor
D4Y0IM,T58998,Inhibitor
D7FJQ3,T58998,Inhibitor
DA91HS,T58998,Inhibitor
DM2Y8T,T58998,Inhibitor
DK8QG3,T59001,
D00NSD,T59102,Inhibitor
D00QCB,T59102,Inhibitor
D02WVT,T59102,Inhibitor
D08PAV,T59102,Modulator
D0KX1E,T59102,Inhibitor
D0T2ER,T59102,Modulator
D0Z6MT,T59102,Inhibitor
D08JPU,T59190,Inhibitor
D06WNQ,T59273,
D00KML,T59328,Inhibitor
D01IJM,T59328,Modulator
D01NAP,T59328,Antagonist
D01SQP,T59328,Inhibitor
D02FGG,T59328,
D02RZL,T59328,Inhibitor
D03MTY,T59328,Modulator
D03QTP,T59328,Inhibitor
D04DHZ,T59328,CAR-T-Cell-Therapy
D04GCH,T59328,
D04HSH,T59328,Inhibitor
D04OLK,T59328,Modulator
D05MEY,T59328,Inhibitor
D08JAN,T59328,Modulator
D0A6CC,T59328,Antagonist
D0A9OV,T59328,Inhibitor
D0AC7C,T59328,Antagonist
D0B4OK,T59328,Antagonist
D0C3LL,T59328,
D0CY9O,T59328,Inhibitor
D0E7RC,T59328,
D0F3KC,T59328,
